SECTION_ID,COURSE_CODE,STUDENT_ID,DATE_TIME,A_STATUS
1,CS101,287944,10/9/2023 4:38,L
2,CS201,287944,12/29/2021 19:51,A
3,SE101,287944,12/27/2020 3:37,L
4,SE301,287944,1/2/2021 9:04,P
5,AI101,287944,6/12/2021 16:47,P
6,AI201,287944,2/13/2023 17:56,A
7,DS302,287944,5/15/2020 4:02,L
8,DS401,287944,9/17/2020 0:52,P
9,MATH101,287944,12/24/2022 20:32,L
1,CS101,287945,7/8/2022 9:08,A
2,CS201,287945,7/19/2019 7:41,P
3,SE101,287945,12/28/2022 4:57,A
4,SE301,287945,7/20/2020 7:27,L
5,AI101,287945,9/15/2022 13:01,P
6,AI201,287945,7/19/2021 23:27,L
7,DS302,287945,1/27/2018 8:18,L
8,DS401,287945,7/6/2022 17:12,L
9,MATH101,287945,7/15/2023 20:30,L
1,CS101,287946,9/10/2021 10:08,L
2,CS201,287946,3/21/2022 12:08,A
3,SE101,287946,4/11/2022 8:43,A
4,SE301,287946,8/3/2018 9:57,L
5,AI101,287946,3/24/2021 2:59,L
6,AI201,287946,3/20/2020 8:27,L
7,DS302,287946,8/19/2018 19:45,A
8,DS401,287946,12/8/2018 13:16,A
9,MATH101,287946,2/2/2019 16:22,P
1,CS101,287947,11/19/2021 20:44,L
2,CS201,287947,9/17/2022 2:59,L
3,SE101,287947,2/27/2019 1:35,L
4,SE301,287947,8/23/2019 11:40,A
5,AI101,287947,2/10/2022 21:37,P
6,AI201,287947,3/23/2019 18:33,L
7,DS302,287947,9/23/2020 20:55,P
8,DS401,287947,12/2/2019 22:28,L
9,MATH101,287947,12/7/2021 18:25,A
1,CS101,287948,7/20/2019 8:40,P
2,CS201,287948,9/14/2021 19:23,L
3,SE101,287948,11/23/2022 11:29,A
4,SE301,287948,5/30/2020 18:50,A
5,AI101,287948,1/30/2018 11:12,P
6,AI201,287948,4/27/2019 13:18,P
7,DS302,287948,5/17/2022 9:26,P
8,DS401,287948,6/23/2023 9:08,L
9,MATH101,287948,2/28/2022 18:40,A
10,MATH201,287949,5/3/2023 5:09,L
11,CS101,287949,10/19/2018 13:54,L
12,CS201,287949,7/23/2019 21:57,P
13,SE101,287949,2/5/2021 1:38,L
14,SE301,287949,4/8/2021 16:38,L
15,AI101,287949,10/29/2020 13:19,A
16,AI201,287949,7/12/2018 7:13,L
17,DS302,287949,5/12/2019 16:35,A
18,DS401,287949,10/29/2019 13:06,A
19,MATH101,287949,8/27/2019 18:07,A
10,MATH201,287950,11/6/2021 4:17,P
11,CS101,287950,6/25/2022 18:50,A
12,CS201,287950,9/17/2022 19:00,A
13,SE101,287950,12/14/2018 5:16,A
14,SE301,287950,10/21/2023 7:17,A
15,AI101,287950,8/16/2018 4:06,P
16,AI201,287950,7/2/2023 19:08,A
17,DS302,287950,5/8/2020 8:52,A
18,DS401,287950,10/22/2019 5:02,L
19,MATH101,287950,7/19/2020 18:29,P
10,MATH201,287951,5/11/2021 4:43,A
11,CS101,287951,3/26/2019 2:59,A
12,CS201,287951,3/2/2022 3:10,P
13,SE101,287951,3/24/2019 17:58,P
14,SE301,287951,4/9/2023 19:02,L
15,AI101,287951,4/19/2020 19:13,L
16,AI201,287951,8/2/2019 5:38,L
17,DS302,287951,1/12/2019 9:20,A
18,DS401,287951,12/21/2023 18:53,P
19,MATH101,287951,3/12/2018 17:24,P
10,MATH201,287952,5/18/2019 0:44,L
11,CS101,287952,9/4/2022 14:22,P
12,CS201,287952,7/29/2018 14:24,A
13,SE101,287952,12/12/2019 4:00,P
14,SE301,287952,4/6/2021 19:52,P
15,AI101,287952,7/13/2019 0:25,L
16,AI201,287952,10/21/2018 10:22,L
17,DS302,287952,5/26/2022 21:13,A
18,DS401,287952,8/22/2022 0:21,L
19,MATH101,287952,9/5/2022 20:32,A
10,MATH201,287953,12/11/2020 3:06,A
11,CS101,287953,6/23/2019 8:00,A
12,CS201,287953,5/3/2020 18:51,P
13,SE101,287953,6/9/2021 13:00,P
14,SE301,287953,7/16/2022 4:04,P
15,AI101,287953,6/29/2020 13:35,L
16,AI201,287953,8/9/2023 20:03,P
17,DS302,287953,4/25/2019 14:06,A
18,DS401,287953,8/12/2019 2:15,L
19,MATH101,287953,6/16/2018 4:41,A
10,MATH201,287954,3/5/2019 19:49,L
11,CS101,287954,10/8/2019 9:09,P
12,CS201,287954,8/20/2020 15:02,A
13,SE101,287954,3/2/2019 19:23,A
14,SE301,287954,5/20/2020 15:35,A
15,AI101,287954,1/13/2018 23:17,P
16,AI201,287954,4/7/2020 7:11,A
17,DS302,287954,7/9/2018 23:25,P
18,DS401,287954,8/12/2019 17:29,P
19,MATH101,287954,10/5/2023 7:49,L
10,MATH201,287955,9/11/2021 1:13,L
11,CS101,287955,1/24/2021 8:04,A
12,CS201,287955,5/19/2018 17:43,P
13,SE101,287955,2/6/2023 18:30,L
14,SE301,287955,6/26/2020 20:32,P
15,AI101,287955,9/14/2018 2:49,P
16,AI201,287955,10/31/2021 22:58,A
17,DS302,287955,3/14/2018 4:08,P
18,DS401,287955,6/15/2020 17:31,P
19,MATH101,287955,5/31/2020 17:56,A
10,MATH201,287956,9/10/2019 12:59,A
11,CS101,287956,2/16/2020 2:14,P
12,CS201,287956,3/6/2018 16:25,A
13,SE101,287956,2/20/2021 3:01,L
14,SE301,287956,3/15/2022 13:41,A
15,AI101,287956,7/22/2019 23:09,P
16,AI201,287956,1/7/2018 19:11,P
17,DS302,287956,5/8/2018 16:07,L
18,DS401,287956,4/24/2023 7:08,L
19,MATH101,287956,10/9/2020 7:30,P
10,MATH201,287957,6/12/2023 5:58,A
11,CS101,287957,9/24/2021 12:55,P
12,CS201,287957,6/21/2020 17:58,P
13,SE101,287957,3/9/2021 19:07,L
14,SE301,287957,11/15/2021 22:41,A
15,AI101,287957,2/25/2020 18:32,A
16,AI201,287957,11/1/2022 5:19,L
17,DS302,287957,1/5/2019 8:48,P
18,DS401,287957,5/14/2021 16:39,L
19,MATH101,287957,12/13/2022 9:00,A
10,MATH201,287958,1/5/2023 17:04,L
11,CS101,287958,6/9/2021 4:26,A
12,CS201,287958,10/29/2020 12:30,A
13,SE101,287958,5/17/2022 2:52,P
14,SE301,287958,2/19/2023 17:08,P
15,AI101,287958,1/12/2018 2:32,L
16,AI201,287958,10/25/2020 19:29,A
17,DS302,287958,5/5/2021 18:19,P
18,DS401,287958,11/25/2021 10:34,A
19,MATH101,287958,9/5/2018 5:27,P
10,MATH201,287959,10/25/2020 18:12,L
11,CS101,287959,7/21/2021 8:38,P
12,CS201,287959,10/27/2021 9:41,P
13,SE101,287959,7/11/2019 15:22,P
14,SE301,287959,5/13/2018 14:36,P
15,AI101,287959,5/28/2022 2:12,A
16,AI201,287959,9/10/2023 5:08,A
17,DS302,287959,4/29/2023 10:24,P
18,DS401,287959,12/8/2023 20:43,A
19,MATH101,287959,9/23/2023 22:11,A
10,MATH201,287960,6/9/2018 19:14,P
11,CS101,287960,6/11/2021 2:34,P
12,CS201,287960,5/12/2021 11:28,P
13,SE101,287960,9/7/2018 23:14,L
14,SE301,287960,8/30/2020 17:06,A
15,AI101,287960,10/2/2021 9:37,L
16,AI201,287960,4/21/2020 8:48,P
17,DS302,287960,2/24/2020 19:40,A
18,DS401,287960,5/3/2019 11:10,L
19,MATH101,287960,11/4/2022 10:33,A
10,MATH201,287961,1/3/2019 3:02,L
11,CS101,287961,3/20/2021 4:32,A
12,CS201,287961,8/2/2021 11:45,L
13,SE101,287961,2/23/2019 4:32,A
14,SE301,287961,2/20/2019 4:00,A
15,AI101,287961,11/14/2022 20:46,P
16,AI201,287961,5/3/2023 1:09,P
17,DS302,287961,9/22/2020 1:30,P
18,DS401,287961,7/12/2022 19:28,L
19,MATH101,287961,5/11/2019 10:44,P
10,MATH201,287962,4/1/2021 11:45,A
11,CS101,287962,7/25/2023 4:41,P
12,CS201,287962,8/30/2021 6:04,L
13,SE101,287962,10/1/2019 21:17,L
14,SE301,287962,2/15/2019 15:33,A
15,AI101,287962,4/13/2021 13:58,P
16,AI201,287962,12/8/2018 18:09,L
17,DS302,287962,8/19/2019 21:10,P
18,DS401,287962,6/24/2022 2:28,A
19,MATH101,287962,6/15/2021 19:12,A
10,MATH201,287963,9/17/2019 4:06,A
11,CS101,287963,6/7/2018 4:47,A
12,CS201,287963,7/21/2022 23:33,L
13,SE101,287963,8/19/2019 19:21,P
14,SE301,287963,7/20/2023 12:06,L
15,AI101,287963,12/8/2020 11:54,A
16,AI201,287963,3/28/2018 11:57,L
17,DS302,287963,8/1/2020 18:00,L
18,DS401,287963,12/18/2019 12:06,A
19,MATH101,287963,10/12/2023 23:08,L
10,MATH201,287964,6/4/2019 4:25,P
11,CS101,287964,3/23/2018 0:44,L
12,CS201,287964,10/18/2018 12:04,P
13,SE101,287964,12/6/2021 18:47,P
14,SE301,287964,10/17/2019 10:49,L
15,AI101,287964,2/2/2019 23:27,L
16,AI201,287964,11/20/2020 5:29,A
17,DS302,287964,8/8/2019 10:37,A
18,DS401,287964,5/13/2019 4:05,P
19,MATH101,287964,7/17/2018 8:34,A
10,MATH201,287965,5/9/2022 9:11,L
11,CS101,287965,9/21/2021 20:28,P
12,CS201,287965,12/27/2019 16:58,P
13,SE101,287965,11/16/2022 18:24,A
14,SE301,287965,12/13/2019 20:13,A
15,AI101,287965,1/23/2020 14:26,A
16,AI201,287965,9/30/2022 14:29,L
17,DS302,287965,6/6/2018 17:12,P
18,DS401,287965,12/24/2020 0:18,P
19,MATH101,287965,11/3/2019 6:40,L
10,MATH201,287966,5/3/2018 1:31,A
11,CS101,287966,12/30/2021 13:13,P
12,CS201,287966,3/3/2021 18:37,L
13,SE101,287966,8/22/2018 10:17,A
14,SE301,287966,5/1/2019 21:41,P
15,AI101,287966,1/30/2021 7:11,P
16,AI201,287966,5/1/2023 6:18,A
17,DS302,287966,4/7/2023 7:02,P
18,DS401,287966,2/23/2020 7:22,L
19,MATH101,287966,5/11/2020 5:18,P
10,MATH201,287967,6/6/2022 11:27,P
11,CS101,287967,5/4/2022 12:44,A
12,CS201,287967,8/22/2021 12:38,P
13,SE101,287967,3/25/2022 13:59,A
14,SE301,287967,12/8/2021 10:48,A
15,AI101,287967,10/30/2023 16:28,A
16,AI201,287967,6/27/2019 20:55,L
17,DS302,287967,5/19/2022 15:47,A
18,DS401,287967,4/16/2023 23:05,L
19,MATH101,287967,12/30/2019 4:06,A
10,MATH201,287968,7/21/2019 19:34,L
11,CS101,287968,5/25/2018 15:48,P
12,CS201,287968,4/17/2018 21:27,A
13,SE101,287968,2/12/2019 20:22,L
14,SE301,287968,6/22/2023 22:22,L
15,AI101,287968,3/24/2019 14:00,A
16,AI201,287968,10/5/2020 21:58,A
17,DS302,287968,8/20/2023 5:33,A
18,DS401,287968,11/22/2022 12:49,P
19,MATH101,287968,11/24/2022 17:03,L
10,MATH201,287969,5/17/2021 13:40,L
11,CS101,287969,8/8/2018 8:39,L
12,CS201,287969,9/4/2020 12:49,L
13,SE101,287969,3/14/2020 7:41,A
14,SE301,287969,9/5/2020 16:47,A
15,AI101,287969,11/17/2022 11:45,P
16,AI201,287969,11/23/2018 3:47,P
17,DS302,287969,6/2/2021 14:36,P
18,DS401,287969,5/28/2021 15:04,L
19,MATH101,287969,12/19/2023 0:42,L
10,MATH201,287970,1/20/2019 14:51,P
11,CS101,287970,8/29/2018 13:09,P
12,CS201,287970,2/8/2019 3:42,P
13,SE101,287970,8/18/2018 3:03,L
14,SE301,287970,2/11/2022 22:46,A
15,AI101,287970,9/29/2021 21:41,P
16,AI201,287970,11/17/2020 21:27,L
17,DS302,287970,4/9/2021 17:45,A
18,DS401,287970,6/13/2018 11:37,L
19,MATH101,287970,1/29/2022 7:16,L
10,MATH201,287971,9/16/2021 16:55,A
11,CS101,287971,8/8/2019 7:01,L
12,CS201,287971,8/25/2022 6:57,A
13,SE101,287971,3/19/2021 15:00,A
14,SE301,287971,1/7/2021 6:34,A
15,AI101,287971,5/7/2018 16:45,A
16,AI201,287971,7/23/2022 14:11,L
17,DS302,287971,6/26/2021 17:02,P
18,DS401,287971,1/11/2023 22:47,P
19,MATH101,287971,11/15/2021 15:08,A
10,MATH201,287972,8/1/2018 7:42,P
11,CS101,287972,6/29/2022 12:44,A
12,CS201,287972,2/1/2018 5:19,A
13,SE101,287972,11/28/2020 17:10,L
14,SE301,287972,3/5/2020 12:31,L
15,AI101,287972,3/22/2018 5:34,A
16,AI201,287972,3/1/2019 13:27,P
17,DS302,287972,8/30/2022 16:08,P
18,DS401,287972,6/30/2019 23:46,L
19,MATH101,287972,8/24/2023 11:02,A
10,MATH201,287973,6/1/2019 14:45,A
11,CS101,287973,5/12/2020 7:39,A
12,CS201,287973,9/1/2022 1:04,P
13,SE101,287973,3/2/2022 5:33,A
14,SE301,287973,2/4/2023 22:36,L
15,AI101,287973,3/17/2018 1:05,A
16,AI201,287973,5/5/2023 11:13,P
17,DS302,287973,6/27/2020 12:57,P
18,DS401,287973,10/23/2021 16:17,P
19,MATH101,287973,6/15/2021 19:26,L
10,MATH201,287974,2/4/2023 23:48,P
11,CS101,287974,12/21/2019 21:47,L
12,CS201,287974,10/14/2021 10:53,P
13,SE101,287974,6/15/2019 11:55,L
14,SE301,287974,6/14/2018 8:26,L
15,AI101,287974,1/20/2021 3:51,P
16,AI201,287974,11/21/2019 11:18,L
17,DS302,287974,7/13/2019 16:43,A
18,DS401,287974,1/7/2019 9:03,P
19,MATH101,287974,7/8/2021 3:04,A
10,MATH201,287975,8/4/2023 19:13,P
11,CS101,287975,10/18/2023 6:37,L
12,CS201,287975,11/6/2023 21:12,A
13,SE101,287975,7/17/2022 1:45,L
14,SE301,287975,7/7/2019 0:42,A
15,AI101,287975,12/7/2022 7:31,L
16,AI201,287975,9/9/2022 22:08,P
17,DS302,287975,6/7/2021 23:18,A
18,DS401,287975,11/16/2018 4:58,A
19,MATH101,287975,2/19/2018 16:27,A
10,MATH201,287976,2/10/2022 2:00,P
11,CS101,287976,10/29/2022 20:26,L
12,CS201,287976,2/21/2022 4:50,L
13,SE101,287976,1/23/2019 7:07,L
14,SE301,287976,2/25/2023 23:53,L
15,AI101,287976,2/18/2021 17:26,L
16,AI201,287976,9/8/2019 21:12,L
17,DS302,287976,10/11/2022 11:10,P
18,DS401,287976,12/3/2018 0:41,P
19,MATH101,287976,1/30/2022 6:30,A
10,MATH201,287977,7/30/2023 6:19,P
11,CS101,287977,6/10/2022 0:47,P
12,CS201,287977,6/27/2020 20:46,A
13,SE101,287977,8/17/2023 9:19,L
14,SE301,287977,4/2/2022 2:28,P
15,AI101,287977,3/28/2022 9:10,P
16,AI201,287977,4/4/2021 4:14,P
17,DS302,287977,3/26/2020 9:21,P
18,DS401,287977,10/1/2023 0:14,P
19,MATH101,287977,2/11/2023 23:21,A
10,MATH201,287978,9/3/2020 0:22,A
11,CS101,287978,10/7/2020 15:15,P
12,CS201,287978,6/4/2019 13:04,P
13,SE101,287978,11/28/2020 2:05,P
14,SE301,287978,11/11/2019 16:11,A
15,AI101,287978,7/14/2022 23:04,A
16,AI201,287978,3/7/2018 9:30,P
17,DS302,287978,3/9/2022 15:50,L
18,DS401,287978,9/28/2021 10:13,P
19,MATH101,287978,12/1/2021 10:12,L
10,MATH201,287979,12/26/2018 16:45,L
11,CS101,287979,12/27/2020 5:00,A
12,CS201,287979,1/31/2023 17:04,A
13,SE101,287979,12/26/2019 18:25,L
14,SE301,287979,4/25/2019 7:21,P
15,AI101,287979,12/15/2021 12:30,L
16,AI201,287979,10/17/2018 6:21,L
17,DS302,287979,6/16/2022 20:08,P
18,DS401,287979,12/22/2018 10:52,L
19,MATH101,287979,7/14/2023 19:34,L
